n,sparsity,mean,min,max,lower,upper
2,0.0,155224.36,150848.76,159599.96,149036.32713648028,161412.3928635197
2,0.5,173582.96000000002,167087.16,180078.76,164396.51154153686,182769.40845846318
2,1.0,146782.56,139885.16,153679.96,137028.1633748878,156536.9566251122
3,0.0,176424.76,165322.36,187527.16,160723.59534510894,192125.92465489107
3,0.5,159524.56,149249.16,169799.96,144992.9499611915,174056.1700388085
3,1.0,174182.96000000002,161287.16,187078.76,155945.54474234904,192420.375257651
4,0.0,184544.15999999997,184128.36,184959.96,183956.13000076523,185132.18999923472
4,0.5,200462.96000000002,175487.16,225438.76,165141.84490888205,235784.075091118
4,1.0,190846.36,189167.56,192525.16,188472.17827148805,193220.54172851192
5,0.0,173584.96000000002,173202.76,173967.16,173044.44757646104,174125.472423539
5,0.5,183864.76,176919.96,190809.56,174043.32965203133,193686.1903479687
5,1.0,179902.96000000002,171127.16,188678.76,167492.1046193262,192313.81538067386
6,0.0,204624.36,197408.76,211839.96,194419.96061934068,214828.7593806593
6,0.5,234439.36,231079.96,237798.76,229688.4509585638,239190.26904143617
6,1.0,195086.16,190765.16,199407.16,188975.34319698586,201196.97680301414
7,0.0,202025.36,195443.56,208607.16,192717.28917517274,211333.43082482723
7,0.5,206204.56,165009.16,247399.96,147945.4666126154,264463.6533873846
7,1.0,194182.96000000002,153407.16,234958.76,136517.27062338716,251848.64937661288
8,0.0,246604.56,230400.36,262808.76,223688.36059259388,269520.7594074061
8,0.5,220418.96,192598.36,248239.56,181074.69016664306,259763.22983335692
8,1.0,223022.56,183805.16,262239.96,167560.78103898937,278484.3389610106
9,0.0,222024.56,210847.16,233201.96,206217.329327931,237831.790672069
9,0.5,221228.36,181447.56,261009.16,164969.81311794836,277486.9068820516
9,1.0,194746.16,191125.16,198367.16,189625.29269064704,199867.02730935297
10,0.0,234321.15999999997,229761.96,238880.36,227873.47752642856,240768.8424735714
10,0.5,219679.16,216159.56,223198.76,214701.69394587164,224656.62605412837
10,1.0,232759.36,230999.96,234518.76,230271.19265836076,235247.52734163922
11,0.0,209347.76,207326.76,211368.76,206489.63439044397,212205.88560955605
11,0.5,201927.76,194488.76,209366.76,191407.42530950657,212448.09469049345
11,1.0,213982.56,200885.16,227079.96,195460.03928817462,232505.08071182537
12,0.0,208067.76,206488.36,209647.16,205834.15109958794,210301.36890041208
12,0.5,211107.96000000002,208089.16,214126.76,206838.73209790813,215377.18790209192
12,1.0,219039.16,164719.56,273358.76,142219.6449773184,295858.6750226816
13,0.0,281001.36,221840.36,340162.36,197335.07143644532,364667.6485635546
13,0.5,212942.76,207367.16,218518.36,205057.6708616326,220827.84913836743
13,1.0,221102.56,196325.16,245879.96,186062.02487965688,256143.09512034312
14,0.0,278821.36,223199.96,334442.76,200160.8217618211,357481.89823817887
14,0.5,234624.56,211289.16,257959.96,201623.32083659887,267625.7991634011
14,1.0,194522.96000000002,183127.16,205918.76,178406.86508590868,210639.05491409136
15,0.0,198467.96000000002,186808.76,210127.16,181979.36123357964,214956.5587664204
15,0.5,226122.96000000002,200687.16,251558.76,190151.30667019045,262094.6133298096
15,1.0,217182.56,190005.16,244359.96,178747.91232996146,255617.20767003854
16,0.0,277704.16000000003,183688.36,371719.96,144745.7405626436,410662.57943735644
16,0.5,193844.96,191559.56,196130.36,190612.91632455253,197077.00367544746
16,1.0,200242.96000000002,185007.16,215478.76,178696.285006396,221789.63499360404
17,0.0,226024.96,176762.36,275287.56,156357.12296223914,295692.79703776084
17,0.5,225844.76,217809.16,233880.36,214480.7054981948,237208.81450180523
17,1.0,225442.96000000002,213407.16,237478.76,208421.76840598992,242464.15159401012
18,0.0,226721.16,219519.56,233922.76,216536.5596092139,236905.7603907861
18,0.5,251539.76,218238.76,284840.76,204445.03415941357,298634.4858405865
18,1.0,206946.16,204285.16,209607.16,203182.9377105252,210709.3822894748
19,0.0,228864.15999999997,209488.36,248239.96,201462.64085817133,256265.67914182862
19,0.5,230364.16,211848.76,248879.56,204179.4302072372,256548.8897927628
19,1.0,191382.96,187605.56,195160.36,186040.90968949188,196725.0103105081
20,0.0,226824.76,221847.16,231802.36,219785.3705719317,233864.1494280683
20,0.5,245947.76,211768.76,280126.76,197611.35465165,294284.16534835
20,1.0,205026.16,182207.16,227845.16,172755.22072020834,237297.09927979167
21,0.0,204087.36,176767.96,231406.76,165451.89400410443,242722.82599589555
21,0.5,299019.95999999996,283640.36,314399.56,277269.9210961267,320769.9989038732
21,1.0,223702.76,211166.76,236238.76,205974.1787820909,241431.34121790912
22,0.0,253941.36,251321.56,256561.16,250236.40330929492,257646.31669070505
22,0.5,207488.56,189127.56,225849.56,181522.1847812676,233454.9352187324
22,1.0,289359.56,287919.16,290799.96,287322.52678475773,291396.59321524226
23,0.0,292124.36,179606.36,404642.36,132999.87838890406,451248.84161109594
23,0.5,262808.16000000003,229968.76,295647.56,216366.23513980504,309250.084860195
23,1.0,206282.16,188324.76,224239.56,180886.5613750414,231677.7586249586
24,0.0,203968.36,196887.56,211049.16,193954.5966075486,213982.12339245138
24,0.5,232184.56,227849.16,236519.96,226053.3785216877,238315.7414783123
24,1.0,192586.16,173965.16,211207.16,166252.0892550506,218920.2307449494
25,0.0,238963.96,235007.96,242919.96,233369.33114725203,244558.58885274795
25,0.5,269723.16,217887.16,321559.16,196415.98578082825,343030.33421917167
25,1.0,212299.56,185960.36,238638.76,175050.30613794256,249548.81386205743
26,0.0,211804.76,187043.16,236566.36,176786.56945394241,246822.9505460576
26,0.5,220124.16,213319.56,226928.76,210501.00239347602,229747.31760652398
26,1.0,216606.36,216205.56,217007.16,216039.54320420083,217173.17679579914
27,0.0,294344.16000000003,207168.36,381519.96,171058.96132927557,417629.3586707245
27,0.5,247358.96000000002,246879.16,247838.76,246680.42033277338,248037.49966722666
27,1.0,289139.76,239718.76,338560.76,219247.91153395927,359031.60846604075
28,0.0,316080.56,300681.56,331479.56,294303.08535301674,337858.03464698326
28,0.5,209647.76,196366.36,222929.16,190865.02399269797,228430.49600730205
28,1.0,228042.56,208845.16,247239.96,200893.33655769876,255191.78344230124
29,0.0,362105.16000000003,318167.96,406042.36,299968.5758673009,424241.74413269915
29,0.5,225109.16,220847.56,229370.76,219082.34748259082,231135.9725174092
29,1.0,269299.76,233719.16,304880.36,218981.1929226279,319618.3270773721
30,0.0,256487.15999999997,214565.96,298408.36,197201.630409045,315772.6895909549
30,0.5,281243.36,234527.56,327959.16,215177.24206289096,347309.477937109
30,1.0,246965.96000000002,216645.16,277286.76,204085.87341799788,289846.04658200213
31,0.0,300180.95999999996,237562.76,362799.16,211625.45230860903,388736.4676913909
31,0.5,239943.36,239126.36,240760.36,238787.94751954117,241098.7724804588
31,1.0,228083.36,173167.16,282999.56,150420.12516600662,305746.59483399335
32,0.0,279064.56,245168.76,312960.36,231128.65993251407,327000.4600674859
32,0.5,260459.36,191480.36,329438.36,162908.32268106626,358010.39731893374
32,1.0,215465.96000000002,214927.16,216004.76,214703.98173259338,216227.93826740666
33,0.0,215387.36,190928.36,239846.36,180797.11047791646,249977.6095220835
33,0.5,262362.95999999996,242884.76,281841.16,234816.62538938434,289909.2946106156
33,1.0,242026.56,211085.56,272967.56,198269.37816661407,285783.74183338595
34,0.0,309861.95999999996,276442.76,343281.16,262600.074116341,357123.8458836589
34,0.5,240740.96,209760.36,271721.56,196927.7753095441,284554.1446904559
34,1.0,240663.16,218006.76,263319.56,208622.1718454502,272704.14815454977
35,0.0,263965.16,243647.16,284283.16,235231.16883970346,292699.1511602965
35,0.5,261883.56,240045.96,283721.16,231000.52991032132,292766.59008967865
35,1.0,210558.96,172958.36,248159.56,157383.6815266342,263734.2384733658
36,0.0,254023.96000000002,202559.96,305487.96,181242.87322603102,326805.046773969
36,0.5,230305.76,216965.96,243645.56,211440.43392065537,249171.08607934465
36,1.0,221043.15999999997,217645.96,224440.36,216238.7936859061,225847.52631409385
37,0.0,326420.95999999996,292361.56,360480.36,278253.6945937098,374588.22540629015
37,0.5,279485.95999999996,245204.76,313767.16,231005.02202557542,327966.89797442453
37,1.0,181646.36,175567.16,187725.56,173049.07291162148,190243.6470883785
38,0.0,228861.36,210242.76,247479.96,202530.6833676003,255192.0366323997
38,0.5,332259.36,312678.36,351840.36,304567.6442351724,359951.07576482755
38,1.0,250362.76,213166.76,287558.76,197759.67233397037,302965.84766602964
39,0.0,302505.56,287161.96,317849.16,280806.4327843722,324204.6872156278
39,0.5,311082.36,245284.36,376880.36,218029.93602297507,404134.7839770249
39,1.0,334298.96,297999.96,370597.96,282964.42189941905,385633.498100581
40,0.0,306745.36,251726.76,361763.96,228937.30969721964,384553.41030278034
40,0.5,264821.76,256324.36,273319.16,252804.62167509086,276838.89832490915
40,1.0,238642.96,224645.56,252640.36,218847.64708203883,258438.27291796115
41,0.0,328441.16,274043.16,382839.16,251510.77063402836,405371.5493659716
41,0.5,230665.16,207765.56,253564.76,198280.23510708107,263050.08489291894
41,1.0,220302.96000000002,218686.76,221919.16,218017.30804049261,222588.61195950743
42,0.0,248747.76,239008.36,258487.16,234974.16843062348,262521.35156937654
42,0.5,313039.56,268639.56,357439.56,250248.47783063457,375830.6421693654
42,1.0,195986.15999999997,191806.36,200165.96,190075.03015199292,201897.28984800703
43,0.0,293202.56,211481.96,374923.16,177632.17915473325,408772.94084526674
43,0.5,337722.56,254323.16,421121.96,219777.99742622126,455667.12257377873
43,1.0,226022.56,217607.16,234437.96,214121.38718720546,237923.73281279454
44,0.0,310564.56,251568.76,369560.36,227131.89951694937,393997.2204830506
44,0.5,309560.16000000003,265040.36,354079.96,246599.6550458623,372520.66495413776
44,1.0,262222.76,240078.36,284367.16,230905.84918938528,293539.67081061477
45,0.0,323166.56,264529.56,381803.56,240241.31934312882,406091.8006568712
45,0.5,242103.36,226045.56,258161.16,219394.2014581253,264812.5185418747
45,1.0,250946.15999999997,216525.16,285367.16,202267.5149695557,299624.8050304443
46,0.0,407862.16000000003,390241.96,425482.36,382943.4341882737,432780.8858117264
46,0.5,430760.95999999996,416798.76,444723.16,411015.4273994343,450506.4926005656
46,1.0,268046.36,252685.16,283407.56,246322.34262567438,289770.3773743256
47,0.0,310320.76,210039.56,410601.96,168501.72690895118,452139.79309104884
47,0.5,270762.36,258524.76,282999.96,253455.78010910295,288068.939890897
47,1.0,269762.76,268167.16,271358.36,267506.24083987746,272019.27916012256
48,0.0,338650.36,338650.36,338650.36,338650.36,338650.36
48,0.5,313723.56,263966.76,363480.36,243356.8186197144,384090.3013802856
48,1.0,242202.96000000002,227044.76,257361.16,220766.02797883618,263639.89202116383
49,0.0,342327.56,342327.56,342327.56,342327.56,342327.56
49,0.5,290265.56,267404.36,313126.76,257934.94090787618,322596.1790921238
49,1.0,278699.56,201359.96,356039.16,169324.84877148978,388074.2712285102
50,0.0,271288.36,271288.36,271288.36,271288.36,271288.36
50,0.5,242607.96,242607.96,242607.96,242607.96,242607.96
50,1.0,407919.96,407919.96,407919.96,407919.96,407919.96
51,0.0,256847.16,256847.16,256847.16,256847.16,256847.16
51,0.5,341567.56,341567.56,341567.56,341567.56,341567.56
51,1.0,354720.76,354720.76,354720.76,354720.76,354720.76
52,0.0,229443.96,229443.96,229443.96,229443.96,229443.96
52,0.5,238422.96,221523.96,255321.96,214524.16500945707,262321.75499054295
52,1.0,263761.76,260122.36,267401.16,258614.87116109935,268908.64883890067
53,0.0,346769.56,346769.56,346769.56,346769.56,346769.56
53,0.5,300341.76,227883.96,372799.56,197870.95654028276,402812.56345971726
53,1.0,240123.36,238445.96,241800.76,237751.15817047536,242495.5618295246
54,0.0,262081.96,262081.96,262081.96,262081.96,262081.96
54,0.5,429300.95999999996,427799.56,430802.36,427177.65975745296,431424.26024254697
54,1.0,256781.16,252961.56,260600.76,251379.4298771597,262182.8901228403
55,0.0,278527.16,278527.16,278527.16,278527.16,278527.16
55,0.5,308543.95999999996,261406.76,355681.16,241881.89246770696,375206.027532293
55,1.0,253041.56,194483.96,311599.16,170228.60789998126,335854.51210001874
56,0.0,373918.76,373918.76,373918.76,373918.76,373918.76
56,0.5,355341.95999999996,281960.76,428723.16,251565.2717367874,459118.6482632125
56,1.0,230303.56,229760.76,230846.36,229535.9248783439,231071.19512165608
57,0.0,436601.96,436601.96,436601.96,436601.96,436601.96
57,0.5,316542.95999999996,269005.56,364080.36,249314.92420004524,383770.9957999547
57,1.0,336381.36,279919.96,392842.76,256532.8823694277,416229.83763057226
58,0.0,299563.16,299563.16,299563.16,299563.16,299563.16
58,0.5,322361.56,244202.76,400520.36,211828.32502119377,432894.7949788062
58,1.0,242001.36,212201.96,271800.76,199858.64436941917,284144.0756305808
59,0.0,308361.56,308361.56,308361.56,308361.56,308361.56
59,0.5,321905.36,308965.16,334845.56,303605.15366017964,340205.56633982033
59,1.0,262183.36,252280.36,272086.36,248178.40309181923,276188.3169081808
60,0.0,336408.76,336408.76,336408.76,336408.76,336408.76
60,0.5,276862.16,260843.16,292881.16,254207.8729443454,299516.44705565454
60,1.0,252041.36,231642.36,272440.36,223192.81754115122,280889.9024588488
61,0.0,284040.76,284040.76,284040.76,284040.76,284040.76
61,0.5,429444.36,394963.56,463925.16,380681.1449985258,478207.5750014742
61,1.0,257086.56,222887.56,291285.56,208721.8703804025,305451.24961959745
62,0.0,339046.36,339046.36,339046.36,339046.36,339046.36
62,0.5,368962.36,358282.36,379642.36,353858.5591538553,384066.16084614466
62,1.0,339981.36,288119.96,391842.76,266638.2647563439,413324.45524365606
63,0.0,420204.36,420204.36,420204.36,420204.36,420204.36
63,0.5,353745.16000000003,300923.96,406566.36,279044.7025791784,428445.6174208217
63,1.0,274383.16,227645.96,321120.36,208286.77789265616,340479.5421073438
64,0.0,438763.56,438763.56,438763.56,438763.56,438763.56
64,0.5,312926.16000000003,286402.36,339449.96,275415.8423143285,350436.4776856716
64,1.0,246827.15999999997,200287.96,293366.36,181010.79217800603,312643.5278219939
65,0.0,450922.36,450922.36,450922.36,450922.36,450922.36
65,0.5,365466.16,333207.16,397725.16,319845.0446914063,411087.27530859364
65,1.0,379021.36,335281.56,422761.16,317163.9416245133,440878.77837548667
66,0.0,320522.36,320522.36,320522.36,320522.36,320522.36
66,0.5,353143.36,341646.36,364640.36,336884.1466733965,369402.57332660345
66,1.0,246206.56,232525.56,259887.56,226858.7042531737,265554.41574682633
67,0.0,452641.16,452641.16,452641.16,452641.16,452641.16
67,0.5,373066.36,330969.56,415163.16,313532.4945074923,432600.2254925077
67,1.0,309000.56,287800.76,330200.36,279019.51532040286,338981.60467959713
68,0.0,314763.16,314763.16,314763.16,314763.16,314763.16
68,0.5,341467.76,335849.56,347085.96,333522.42536387546,349413.09463612456
68,1.0,279762.96,235525.16,324000.76,217201.2632704515,342324.65672954853
69,0.0,363880.76,363880.76,363880.76,363880.76,363880.76
69,0.5,345425.56,289368.36,401482.76,266148.70749133895,424702.41250866104
69,1.0,288602.76,248245.96,328959.56,231529.62610602146,345675.89389397856
70,0.0,475005.16,475005.16,475005.16,475005.16,475005.16
70,0.5,312003.76,278162.76,345844.76,264145.3588357321,359862.1611642679
70,1.0,284521.16000000003,248639.56,320402.76,233776.91464035359,335265.4053596465
71,0.0,384049.56,384049.56,384049.56,384049.56,384049.56
71,0.5,420463.76,398607.96,442319.56,389554.99122348614,451372.5287765139
71,1.0,224166.96,215846.36,232487.56,212399.8546329184,235934.06536708158
72,0.0,396521.56,396521.56,396521.56,396521.56,396521.56
72,0.5,310647.16,254767.16,366527.16,231620.90613459144,389673.4138654085
72,1.0,233500.96,216399.96,250601.96,209316.4938698577,257685.4261301423
73,0.0,491247.16,491247.16,491247.16,491247.16,491247.16
73,0.5,332527.16000000003,252206.76,412847.56,218936.9609847681,446117.35901523195
73,1.0,302223.16000000003,271005.56,333440.76,258074.80669526168,346371.5133047384
74,0.0,443842.76,443842.76,443842.76,443842.76,443842.76
74,0.5,399185.36,300204.36,498166.36,259205.08738274866,539165.6326172512
74,1.0,289300.95999999996,236641.56,341960.36,214829.32233357022,363772.5976664297
75,0.0,411963.16,411963.16,411963.16,411963.16,411963.16
75,0.5,239182.56,238242.36,240122.76,237852.9164086568,240512.2035913432
75,1.0,344323.56,291285.16,397361.96,269315.9353934308,419331.1846065692
76,0.0,501202.76,501202.76,501202.76,501202.76,501202.76
76,0.5,370265.56,359485.96,381045.16,355020.903483043,385510.216516957
76,1.0,247741.16,212240.36,283241.96,197535.4471649052,297946.8728350948
77,0.0,264204.36,264204.36,264204.36,264204.36,264204.36
77,0.5,354663.96,323565.96,385761.96,310684.74663732154,398643.1733626785
77,1.0,238466.16,237525.56,239406.76,237135.95072323186,239796.36927676815
78,0.0,458204.36,458204.36,458204.36,458204.36,458204.36
78,0.5,288186.36,268887.96,307484.76,260894.30098789904,315478.41901210096
78,1.0,217503.56,194320.76,240686.36,184718.12982621702,250288.99017378298
79,0.0,405520.36,405520.36,405520.36,405520.36,405520.36
79,0.5,367729.36,352290.76,383167.96,345895.8824959467,389562.83750405326
79,1.0,342580.56,303321.16,381839.96,287059.3840693697,398101.7359306303
80,0.0,456159.16,456159.16,456159.16,456159.16,456159.16
80,0.5,410141.95999999996,409201.56,411082.36,408812.0335659443,411471.88643405563
80,1.0,272865.96,232325.96,313405.96,215533.74218139471,330198.1778186053
81,0.0,442164.36,442164.36,442164.36,442164.36,442164.36
81,0.5,335563.16,247961.96,423164.36,211676.35487984202,459449.9651201579
81,1.0,271463.56,212485.96,330441.16,188056.63820378456,354870.4817962154
82,0.0,421403.16,421403.16,421403.16,421403.16,421403.16
82,0.5,423765.76,366727.16,480804.36,343100.998301226,504430.521698774
82,1.0,287241.36,237041.96,337440.76,216248.68769700802,358234.03230299195
83,0.0,369967.96,369967.96,369967.96,369967.96,369967.96
83,0.5,309744.16,286725.16,332763.16,277190.3780077337,342297.9419922662
83,1.0,274245.36,256124.36,292366.36,248618.39603623713,299872.32396376284
84,0.0,372687.16,372687.16,372687.16,372687.16,372687.16
84,0.5,461623.16000000003,400320.36,522925.96,374927.9088285547,548318.4111714454
84,1.0,332505.16,243687.96,421322.36,206898.6711879963,458111.64881200367
85,0.0,412601.56,412601.56,412601.56,412601.56,412601.56
85,0.5,307027.16,259043.96,355010.36,239168.6677939393,374885.65220606065
85,1.0,239005.96,237725.96,240285.96,237195.76664016244,240816.15335983754
86,0.0,268484.36,268484.36,268484.36,268484.36,268484.36
86,0.5,344524.96,279965.96,409083.96,253224.7466267554,435825.17337324464
86,1.0,333962.76,288561.16,379364.36,269755.2015265617,398170.3184734383
87,0.0,444719.56,444719.56,444719.56,444719.56,444719.56
87,0.5,337225.56,319283.56,355167.56,311851.74026390194,362599.37973609805
87,1.0,254604.36,238485.96,270722.76,231809.5001162455,277399.2198837545
88,0.0,360168.76,360168.76,360168.76,360168.76,360168.76
88,0.5,343665.96,332243.96,355087.96,327512.8126905745,359819.10730942554
88,1.0,314803.36,246483.16,383123.56,218184.00657595764,411422.71342404233
89,0.0,360888.76,360888.76,360888.76,360888.76,360888.76
89,0.5,367564.76,363642.76,371486.76,362018.2144083727,373111.3055916273
89,1.0,267324.36,242685.16,291963.56,232479.26919397683,302169.45080602315
90,0.0,368007.16,368007.16,368007.16,368007.16,368007.16
90,0.5,417444.16,408803.16,426085.16,405223.9406075341,429664.37939246587
90,1.0,227665.76,211766.36,243565.16,205180.61288640523,250150.9071135948
91,0.0,399481.16,399481.16,399481.16,399481.16,399481.16
91,0.5,365545.76,344682.36,386409.16,336040.45676278515,395051.06323721487
91,1.0,230583.16,197083.56,264082.76,183207.57134592626,277958.74865407374
92,0.0,379528.36,379528.36,379528.36,379528.36,379528.36
92,0.5,431601.96,349001.96,514201.96,314787.91974798235,548416.0002520176
92,1.0,263806.16000000003,214205.56,313406.76,193660.31877815706,333952.001221843
93,0.0,422361.16,422361.16,422361.16,422361.16,422361.16
93,0.5,364849.56,351809.56,377889.56,346408.21514665487,383290.9048533451
93,1.0,326844.56,312486.36,341202.76,306538.9988287346,347150.1211712654
94,0.0,353687.16,353687.16,353687.16,353687.16,353687.16
94,0.5,472785.76,431604.76,513966.76,414547.03128791356,531024.4887120865
94,1.0,299424.56,236207.56,362641.56,210022.22122746005,388826.8987725399
95,0.0,389006.76,389006.76,389006.76,389006.76,389006.76
95,0.5,444865.95999999996,441770.36,447961.56,440488.1204963178,449243.7995036821
95,1.0,269407.16000000003,221966.76,316847.56,202316.30291559544,336498.0170844046
96,0.0,390524.36,390524.36,390524.36,390524.36,390524.36
96,0.5,373788.56,373130.76,374446.36,372858.290318671,374718.829681329
96,1.0,234325.16,203607.56,265042.76,190883.91347644822,277766.4065235518
97,0.0,295969.96,295969.96,295969.96,295969.96,295969.96
97,0.5,408386.16,375007.16,441765.16,361181.1255015484,455591.19449845154
97,1.0,264623.56,196806.36,332440.76,168715.55599783134,360531.56400216866
98,0.0,386291.56,386291.56,386291.56,386291.56,386291.56
